p_recall,timestamp,time_elapsed,user_id,item_id,history_seen,history_correct,exponential
0.75,1190450254,659,42,195,7,6,3.68928
0.75,1190450939,685,42,195,8,7,3.951424
0.25,1190448333,21,42,197,2,0,0.0
0.75,1190448346,13,42,197,3,0,0.0
0.75,1190448437,91,42,197,4,1,1.0
0.75,1190448626,189,42,197,5,2,1.8
0.75,1190448912,286,42,197,6,3,2.44
0.75,1190449289,377,42,197,7,4,2.952
0.75,1190449807,518,42,197,8,5,3.3616
0.75,1190450432,625,42,197,9,6,3.68928
0.75,1190451196,764,42,197,10,7,3.951424
0.75,1190448399,84,42,198,2,1,1.0
0.75,1190448556,157,42,198,3,2,1.8
0.75,1190448779,223,42,198,4,3,2.44
0.75,1190449186,407,42,198,5,4,2.952
0.75,1190449599,413,42,198,6,5,3.3616
0.75,1190450266,667,42,198,7,6,3.68928
0.75,1190450943,677,42,198,8,7,3.951424
0.25,1190448508,82,42,200,2,1,1.0
0.75,1190448539,31,42,200,3,1,0.8
0.25,1190448701,162,42,200,4,2,1.64
0.75,1190448715,14,42,200,5,2,1.312
0.25,1190448944,229,42,200,6,3,2.0496
0.75,1190448978,34,42,200,7,3,1.63968
0.75,1190449322,344,42,200,8,4,2.311744
0.75,1190449732,410,42,200,9,5,2.8493952
0.75,1190450363,631,42,200,10,6,3.27951616
0.75,1190451100,737,42,200,11,7,3.623612928
0.75,1190448558,72,42,199,2,1,1.0
0.75,1190448719,161,42,199,3,2,1.8
0.75,1190448936,217,42,199,4,3,2.44
0.75,1190449272,336,42,199,5,4,2.952
0.75,1190449694,422,42,199,6,5,3.3616
0.75,1190450312,618,42,199,7,6,3.68928
0.75,1190450964,652,42,199,8,7,3.951424
0.75,1190448932,259,42,201,2,2,1.8
0.75,1190449350,418,42,201,3,3,2.44
0.75,1190449933,583,42,201,4,4,2.952
0.75,1190450704,771,42,201,5,5,3.3616
0.75,1190448544,19,42,202,2,0,0.0
0.75,1190448640,96,42,202,3,1,1.0
0.75,1190448802,162,42,202,4,2,1.8
0.25,1190449112,310,42,202,5,3,2.44
0.75,1190449130,18,42,202,6,3,1.952
0.75,1190449515,385,42,202,7,4,2.5616
0.75,1190450080,565,42,202,8,5,3.04928
0.75,1190450679,599,42,202,9,6,3.439424
0.75,1190449018,286,42,203,2,2,1.8
0.75,1190449433,415,42,203,3,3,2.44
0.75,1190450106,673,42,203,4,4,2.952
0.75,1190450823,717,42,203,5,5,3.3616
0.75,1190448692,87,42,204,2,1,1.0
0.75,1190448843,151,42,204,3,2,1.8
0.75,1190449140,297,42,204,4,3,2.44
0.75,1190449472,332,42,204,5,4,2.952
0.75,1190449940,468,42,204,6,5,3.3616
0.75,1190450526,586,42,204,7,6,3.68928
0.75,1190448685,82,42,206,2,1,1.0
0.75,1190448815,130,42,206,3,2,1.8
0.75,1190449038,223,42,206,4,3,2.44
0.75,1190449363,325,42,206,5,4,2.952
0.75,1190449810,447,42,206,6,5,3.3616
0.75,1190450380,570,42,206,7,6,3.68928
0.75,1190451110,730,42,206,8,7,3.951424
0.75,1190448709,90,42,205,2,1,1.0
0.75,1190448861,152,42,205,3,2,1.8
0.75,1190449164,303,42,205,4,3,2.44
0.75,1190449518,354,42,205,5,4,2.952
0.75,1190450045,527,42,205,6,5,3.3616
0.75,1190450630,585,42,205,7,6,3.68928
0.75,1190448703,81,42,207,2,1,1.0
0.75,1190448845,142,42,207,3,2,1.8
0.75,1190449137,292,42,207,4,3,2.44
0.75,1190449477,340,42,207,5,4,2.952
0.75,1190449923,446,42,207,6,5,3.3616
0.75,1190450497,574,42,207,7,6,3.68928
0.75,1190451206,709,42,207,8,7,3.951424
0.75,1190448649,12,42,208,2,0,0.0
0.75,1190448729,80,42,208,3,1,1.0
0.25,1190448908,179,42,208,4,2,1.8
0.75,1190448920,12,42,208,5,2,1.44
0.75,1190449199,279,42,208,6,3,2.152
0.75,1190449552,353,42,208,7,4,2.7216
0.75,1190450098,546,42,208,8,5,3.17728
0.75,1190450688,590,42,208,9,6,3.541824
0.75,1190448740,63,42,209,2,1,1.0
0.75,1190448887,147,42,209,3,2,1.8
0.75,1190449154,267,42,209,4,3,2.44
0.75,1190449469,315,42,209,5,4,2.952
0.75,1190449895,426,42,209,6,5,3.3616
0.75,1190450462,567,42,209,7,6,3.68928
0.75,1190451136,674,42,209,8,7,3.951424
0.75,1190448743,62,42,210,2,1,1.0
0.75,1190448889,146,42,210,3,2,1.8
0.75,1190449145,256,42,210,4,3,2.44
0.75,1190449445,300,42,210,5,4,2.952
0.75,1190449886,441,42,210,6,5,3.3616
0.75,1190450449,563,42,210,7,6,3.68928
0.75,1190451120,671,42,210,8,7,3.951424
0.75,1190448878,59,42,212,2,1,1.0
0.75,1190449008,130,42,212,3,2,1.8
0.75,1190449226,218,42,212,4,3,2.44
0.75,1190449531,305,42,212,5,4,2.952
0.75,1190449951,420,42,212,6,5,3.3616
0.75,1190450476,525,42,212,7,6,3.68928
0.75,1190451132,656,42,212,8,7,3.951424
0.75,1190448892,68,42,211,2,1,1.0
0.75,1190449020,128,42,211,3,2,1.8
0.75,1190449235,215,42,211,4,3,2.44
0.75,1190449548,313,42,211,5,4,2.952
0.75,1190449963,415,42,211,6,5,3.3616
0.75,1190450492,529,42,211,7,6,3.68928
0.75,1190451147,655,42,211,8,7,3.951424
0.75,1190448874,16,42,214,2,0,0.0
0.75,1190448953,79,42,214,3,1,1.0
0.75,1190449133,180,42,214,4,2,1.8
0.75,1190449378,245,42,214,5,3,2.44
0.75,1190449737,359,42,214,6,4,2.952
0.75,1190450263,526,42,214,7,5,3.3616
0.75,1190450876,613,42,214,8,6,3.68928
0.75,1190448884,12,42,213,2,0,0.0
0.25,1190448972,88,42,213,3,1,1.0
0.75,1190448986,14,42,213,4,1,0.8
0.25,1190449172,186,42,213,5,2,1.64
0.75,1190449183,11,42,213,6,2,1.312
0.75,1190449438,255,42,213,7,3,2.0496
0.75,1190449818,380,42,213,8,4,2.63968
0.75,1190450352,534,42,213,9,5,3.111744
0.75,1190450951,599,42,213,10,6,3.4893952
0.25,1190449074,69,42,215,2,1,1.0
0.75,1190449091,17,42,215,3,1,0.8
0.75,1190449230,139,42,215,4,2,1.64
0.75,1190449457,227,42,215,5,3,2.312
0.25,1190449793,336,42,215,6,4,2.8496
0.75,1190449804,11,42,215,7,4,2.27968
0.75,1190450274,470,42,215,8,5,2.823744
0.75,1190450818,544,42,215,9,6,3.2589952
0.75,1190449077,63,42,216,2,1,1.0
0.75,1190449209,132,42,216,3,2,1.8
0.75,1190449422,213,42,216,4,3,2.44
0.75,1190449735,313,42,216,5,4,2.952
0.25,1190450206,471,42,216,6,5,3.3616
0.75,1190450239,33,42,216,7,5,2.68928
0.75,1190450783,544,42,216,8,6,3.151424
0.75,1190449116,71,42,217,2,1,1.0
0.75,1190449259,143,42,217,3,2,1.8
0.75,1190449502,243,42,217,4,3,2.44
0.75,1190449827,325,42,217,5,4,2.952
0.75,1190450293,466,42,217,6,5,3.3616
0.75,1190450842,549,42,217,7,6,3.68928
0.75,1190449120,71,42,218,2,1,1.0
0.75,1190449275,155,42,218,3,2,1.8
0.75,1190449506,231,42,218,4,3,2.44
0.75,1190449832,326,42,218,5,4,2.952
0.75,1190450301,469,42,218,6,5,3.3616
0.75,1190450870,569,42,218,7,6,3.68928
0.75,1190449142,62,42,219,2,1,1.0
0.75,1190449279,137,42,219,3,2,1.8
0.75,1190449509,230,42,219,4,3,2.44
0.75,1190449821,312,42,219,5,4,2.952
0.75,1190450276,455,42,219,6,5,3.3616
0.75,1190450807,531,42,219,7,6,3.68928
0.75,1190449338,72,42,220,2,1,1.0
0.75,1190449489,151,42,220,3,2,1.8
0.75,1190449727,238,42,220,4,3,2.44
0.75,1190450092,365,42,220,5,4,2.952
0.75,1190450521,429,42,220,6,5,3.3616
0.75,1190451117,596,42,220,7,6,3.68928
0.75,1190449341,73,42,221,2,1,1.0
0.75,1190449480,139,42,221,3,2,1.8
0.75,1190449706,226,42,221,4,3,2.44
0.75,1190450058,352,42,221,5,4,2.952
0.75,1190450489,431,42,221,6,5,3.3616
0.75,1190451092,603,42,221,7,6,3.68928
0.75,1190449404,79,42,222,2,1,1.0
0.75,1190449535,131,42,222,3,2,1.8
0.75,1190449777,242,42,222,4,3,2.44
0.75,1190450115,338,42,222,5,4,2.952
0.75,1190450566,451,42,222,6,5,3.3616
0.75,1190451123,557,42,222,7,6,3.68928
0.75,1190449426,92,42,223,2,1,1.0
0.75,1190449587,161,42,223,3,2,1.8
0.75,1190449834,247,42,223,4,3,2.44
0.75,1190450245,411,42,223,5,4,2.952
0.75,1190450690,445,42,223,6,5,3.3616
0.75,1190449443,61,42,224,2,1,1.0
0.25,1190449575,132,42,224,3,2,1.8
0.75,1190449585,10,42,224,4,2,1.44
0.75,1190449800,215,42,224,5,3,2.152
0.75,1190450133,333,42,224,6,4,2.7216
0.75,1190450542,409,42,224,7,5,3.17728
0.75,1190451103,561,42,224,8,6,3.541824
0.75,1190449497,82,42,226,2,1,1.0
0.75,1190449655,158,42,226,3,2,1.8
0.75,1190449892,237,42,226,4,3,2.44
0.25,1190450260,368,42,226,5,4,2.952
0.75,1190450270,10,42,226,6,4,2.3616
0.75,1190450713,443,42,226,7,5,2.88928
0.75,1190449474,11,42,225,2,0,0.0
0.75,1190449545,71,42,225,3,1,1.0
0.75,1190449691,146,42,225,4,2,1.8
0.75,1190449924,233,42,225,5,3,2.44
0.75,1190450279,355,42,225,6,4,2.952
0.75,1190450716,437,42,225,7,5,3.3616
0.75,1190449943,270,42,227,2,2,1.8
0.75,1190450372,429,42,227,3,3,2.44
0.75,1190450946,574,42,227,4,4,2.952
0.75,1190449620,66,42,228,2,1,1.0
0.75,1190449755,135,42,228,3,2,1.8
0.75,1190449965,210,42,228,4,3,2.44
0.75,1190450284,319,42,228,5,4,2.952
0.75,1190450702,418,42,228,6,5,3.3616
0.75,1190451232,530,42,228,7,6,3.68928
0.75,1190449649,70,42,229,2,1,1.0
0.75,1190449796,147,42,229,3,2,1.8
0.75,1190450042,246,42,229,4,3,2.44
0.75,1190450367,325,42,229,5,4,2.952
0.75,1190450790,423,42,229,6,5,3.3616
0.75,1190449646,64,42,232,2,1,1.0
0.75,1190449781,135,42,232,3,2,1.8
0.75,1190450009,228,42,232,4,3,2.44
0.75,1190450334,325,42,232,5,4,2.952
0.75,1190450780,446,42,232,6,5,3.3616
0.75,1190450062,288,42,230,2,2,1.8
0.75,1190450479,417,42,230,3,3,2.44
0.75,1190451095,616,42,230,4,4,2.952
0.75,1190449702,67,42,231,2,1,1.0
0.75,1190449843,141,42,231,3,2,1.8
0.75,1190450088,245,42,231,4,3,2.44
0.75,1190450411,323,42,231,5,4,2.952
0.75,1190450860,449,42,231,6,5,3.3616
0.25,1190449750,72,42,234,2,1,1.0
0.75,1190449768,18,42,234,3,1,0.8
0.75,1190449915,147,42,234,4,2,1.64
0.75,1190450170,255,42,234,5,3,2.312
0.75,1190450502,332,42,234,6,4,2.8496
0.75,1190450956,454,42,234,7,5,3.27968
0.75,1190449740,59,42,233,2,1,1.0
0.25,1190449879,139,42,233,3,2,1.8
0.75,1190449889,10,42,233,4,2,1.44
0.25,1190450103,214,42,233,5,3,2.152
0.75,1190450111,8,42,233,6,3,1.7216
0.75,1190450426,315,42,233,7,4,2.37728
0.75,1190450852,426,42,233,8,5,2.901824
0.75,1190449770,71,42,236,2,1,1.0
0.75,1190449908,138,42,236,3,2,1.8
0.75,1190450135,227,42,236,4,3,2.44
0.75,1190450459,324,42,236,5,4,2.952
0.75,1190450891,432,42,236,6,5,3.3616
0.75,1190450150,286,42,235,2,2,1.8
0.75,1190450573,423,42,235,3,3,2.44
0.75,1190451144,571,42,235,4,4,2.952
0.75,1190449937,65,42,237,2,1,1.0
0.75,1190450073,136,42,237,3,2,1.8
0.75,1190450296,223,42,237,4,3,2.44
0.75,1190450623,327,42,237,5,4,2.952
0.75,1190451057,434,42,237,6,5,3.3616
0.75,1190449947,64,42,238,2,1,1.0
0.75,1190450084,137,42,238,3,2,1.8
0.75,1190450304,220,42,238,4,3,2.44
0.75,1190450626,322,42,238,5,4,2.952
0.75,1190451060,434,42,238,6,5,3.3616
0.25,1190449987,67,42,240,2,1,1.0
0.75,1190450013,26,42,240,3,1,0.8
0.25,1190450159,146,42,240,4,2,1.64
0.25,1190450176,17,42,240,5,2,1.312
0.75,1190450235,59,42,240,6,2,1.0496
0.75,1190450453,218,42,240,7,3,1.83968
0.75,1190450798,345,42,240,8,4,2.471744
0.25,1190450229,159,42,239,2,1,1.0
0.75,1190450243,14,42,239,3,1,0.8
0.75,1190450446,203,42,239,4,2,1.64
0.75,1190450733,287,42,239,5,3,2.312
0.75,1190451156,423,42,239,6,4,2.8496
0.25,1190450030,26,42,241,2,0,0.0
0.75,1190450053,23,42,241,3,0,0.0
0.25,1190450146,93,42,241,4,1,1.0
0.75,1190450163,17,42,241,5,1,0.8
0.75,1190450358,195,42,241,6,2,1.64
0.75,1190450648,290,42,241,7,3,2.312
0.75,1190451078,430,42,241,8,4,2.8496
0.75,1190450495,71,42,242,2,1,1.0
0.75,1190450633,138,42,242,3,2,1.8
0.75,1190450862,229,42,242,4,3,2.44
0.75,1190451191,329,42,242,5,4,2.952
0.75,1190450559,73,42,244,2,1,1.0
0.75,1190450697,138,42,244,3,2,1.8
0.75,1190450929,232,42,244,4,3,2.44
0.25,1190451256,327,42,244,5,4,2.952
0.75,1190451283,27,42,244,6,4,2.3616
0.75,1190450585,61,42,243,2,1,1.0
0.75,1190450709,124,42,243,3,2,1.8
0.75,1190450923,214,42,243,4,3,2.44
0.75,1190451220,297,42,243,5,4,2.952
0.75,1190450620,75,42,246,2,1,1.0
0.75,1190450776,156,42,246,3,2,1.8
0.75,1190450992,216,42,246,4,3,2.44
0.75,1190450617,68,42,245,2,1,1.0
0.75,1190450759,142,42,245,3,2,1.8
0.75,1190450983,224,42,245,4,3,2.44
0.75,1190450608,12,42,250,2,0,0.0
0.75,1190450682,74,42,250,3,1,1.0
0.75,1190450833,151,42,250,4,2,1.8
0.75,1190451089,256,42,250,5,3,2.44
0.75,1190450666,62,42,247,2,1,1.0
0.75,1190450804,138,42,247,3,2,1.8
0.75,1190451030,226,42,247,4,3,2.44
0.75,1190450669,58,42,248,2,1,1.0
0.75,1190450793,124,42,248,3,2,1.8
0.75,1190451006,213,42,248,4,3,2.44
0.75,1190450774,27,42,249,2,0,0.0
0.75,1190450856,82,42,249,3,1,1.0
0.75,1190451053,197,42,249,4,2,1.8
0.75,1190450850,80,42,251,2,1,1.0
0.25,1190451025,175,42,251,3,2,1.8
0.75,1190451040,15,42,251,4,2,1.44
0.25,1190451296,256,42,251,5,3,2.152
0.75,1190451316,20,42,251,6,3,1.7216
0.75,1190450866,64,42,252,2,1,1.0
0.75,1190451002,136,42,252,3,2,1.8
0.75,1190451218,216,42,252,4,3,2.44
0.25,1190450903,74,42,254,2,1,1.0
0.75,1190450921,18,42,254,3,1,0.8
0.75,1190451066,145,42,254,4,2,1.64
0.25,1190451323,257,42,254,5,3,2.312
0.75,1190451044,67,42,253,2,1,1.0
0.75,1190451185,141,42,253,3,2,1.8
0.75,1190451046,60,42,256,2,1,1.0
0.75,1190451177,131,42,256,3,2,1.8
0.75,1190451071,62,42,255,2,1,1.0
0.75,1190451200,129,42,255,3,2,1.8
0.75,1190451203,63,42,257,2,1,1.0
0.75,1190451227,63,42,259,2,1,1.0
0.75,1190451305,125,42,260,2,1,1.0
0.75,1190451307,119,42,262,2,1,1.0
0.75,1190451286,16,42,261,2,0,0.0
0.75,1190451289,11,42,565,2,0,0.0
0.75,1190808444,339,43,367,2,2,1.8
0.75,1190809132,688,43,367,3,3,2.44
0.75,1190808498,389,43,368,2,2,1.8
0.75,1190811536,3038,43,368,3,3,2.44
0.75,1190807866,10,43,369,2,0,0.0
0.75,1190808048,182,43,369,3,1,1.0
0.75,1190808222,174,43,369,4,2,1.8
0.75,1190808557,335,43,369,5,3,2.44
0.75,1190809129,572,43,369,6,4,2.952
0.75,1190813091,3962,43,369,7,5,3.3616
0.25,1190807976,116,43,370,2,1,1.0
0.25,1190808032,56,43,370,3,1,0.8
0.75,1190808052,20,43,370,4,1,0.64
0.75,1190808209,157,43,370,5,2,1.512
0.75,1190808546,337,43,370,6,3,2.2096
0.75,1190809079,533,43,370,7,4,2.76768
0.75,1190812745,3666,43,370,8,5,3.214144
0.75,1190808007,144,43,371,2,1,1.0
0.75,1190808190,183,43,371,3,2,1.8
0.75,1190808467,277,43,371,4,3,2.44
0.75,1190808913,446,43,371,5,4,2.952
0.75,1190812054,3141,43,371,6,5,3.3616
0.75,1190808575,376,43,372,2,2,1.8
0.75,1190812001,3426,43,372,3,3,2.44
0.75,1190808063,148,43,373,2,1,1.0
0.75,1190808234,171,43,373,3,2,1.8
0.75,1190808553,319,43,373,4,3,2.44
0.75,1190809113,560,43,373,5,4,2.952
0.75,1190812764,3651,43,373,6,5,3.3616
0.75,1190807924,11,43,375,2,0,0.0
0.25,1190808072,148,43,375,3,1,1.0
0.75,1190808093,21,43,375,4,1,0.8
0.75,1190808248,155,43,375,5,2,1.64
0.75,1190808572,324,43,375,6,3,2.312
0.75,1190809118,546,43,375,7,4,2.8496
0.75,1190812807,3689,43,375,8,5,3.27968
0.75,1190808056,136,43,374,2,1,1.0
0.75,1190808220,164,43,374,3,2,1.8
0.75,1190808530,310,43,374,4,3,2.44
0.75,1190809066,536,43,374,5,4,2.952
0.75,1190812649,3583,43,374,6,5,3.3616
0.25,1190807965,32,43,376,2,0,0.0
0.25,1190807998,33,43,376,3,0,0.0
0.75,1190808043,45,43,376,4,0,0.0
0.75,1190808164,121,43,376,5,1,1.0
0.75,1190808377,213,43,376,6,2,1.8
0.75,1190808755,378,43,376,7,3,2.44
0.75,1190811836,3081,43,376,8,4,2.952
0.75,1190808081,145,43,377,2,1,1.0
0.75,1190808252,171,43,377,3,2,1.8
0.75,1190808555,303,43,377,4,3,2.44
0.75,1190809110,555,43,377,5,4,2.952
0.75,1190812444,3334,43,377,6,5,3.3616
0.75,1190808089,105,43,378,2,1,1.0
0.75,1190808264,175,43,378,3,2,1.8
0.75,1190808560,296,43,378,4,3,2.44
0.75,1190809073,513,43,378,5,4,2.952
0.75,1190812654,3581,43,378,6,5,3.3616
0.75,1190808239,91,43,380,2,1,1.0
0.75,1190808407,168,43,380,3,2,1.8
0.75,1190808699,292,43,380,4,3,2.44
0.75,1190810815,2116,43,380,5,4,2.952
0.75,1190812755,1940,43,380,6,5,3.3616
0.75,1190808244,89,43,379,2,1,1.0
0.75,1190808423,179,43,379,3,2,1.8
0.75,1190808720,297,43,379,4,3,2.44
0.75,1190810833,2113,43,379,5,4,2.952
0.75,1190812773,1940,43,379,6,5,3.3616
0.75,1190808255,87,43,381,2,1,1.0
0.75,1190808427,172,43,381,3,2,1.8
0.75,1190808723,296,43,381,4,3,2.44
0.75,1190811532,2809,43,381,5,4,2.952
0.75,1190812812,1280,43,381,6,5,3.3616
0.75,1190808327,111,43,382,2,1,1.0
0.75,1190808522,195,43,382,3,2,1.8
0.75,1190808897,375,43,382,4,3,2.44
0.75,1190811856,2959,43,382,5,4,2.952
0.75,1190813454,1598,43,382,6,5,3.3616
0.75,1190808316,102,43,384,2,1,1.0
0.75,1190808490,174,43,384,3,2,1.8
0.75,1190808807,317,43,384,4,3,2.44
0.75,1190811732,2925,43,384,5,4,2.952
0.75,1190813267,1535,43,384,6,5,3.3616
0.75,1190808349,121,43,386,2,1,1.0
0.75,1190808537,188,43,386,3,2,1.8
0.75,1190808920,383,43,386,4,3,2.44
0.75,1190811898,2978,43,386,5,4,2.952
0.25,1190813356,1458,43,386,6,5,3.3616
0.25,1190813402,46,43,386,7,5,2.68928
0.75,1190813418,16,43,386,8,5,2.151424
0.75,1190809070,520,43,383,2,2,1.8
0.75,1190813487,4417,43,383,3,3,2.44
0.75,1190808325,13,43,387,2,0,0.0
0.75,1190808418,93,43,387,3,1,1.0
0.75,1190808631,213,43,387,4,2,1.8
0.75,1190808974,343,43,387,5,3,2.44
0.75,1190811989,3015,43,387,6,4,2.952
0.75,1190808416,94,43,388,2,1,1.0
0.75,1190808614,198,43,388,3,2,1.8
0.75,1190808959,345,43,388,4,3,2.44
0.75,1190811980,3021,43,388,5,4,2.952
0.75,1190808451,93,43,385,2,1,1.0
0.75,1190808636,185,43,385,3,2,1.8
0.75,1190808972,336,43,385,4,3,2.44
0.75,1190811853,2881,43,385,5,4,2.952
0.25,1190813439,1586,43,385,6,5,3.3616
0.75,1190813458,19,43,385,7,5,2.68928
0.75,1190808461,98,43,389,2,1,1.0
0.25,1190808654,193,43,389,3,2,1.8
0.75,1190808670,16,43,389,4,2,1.44
0.75,1190809031,361,43,389,5,3,2.152
0.75,1190812019,2988,43,389,6,4,2.7216
0.75,1190808485,91,43,393,2,1,1.0
0.75,1190808680,195,43,393,3,2,1.8
0.75,1190809053,373,43,393,4,3,2.44
0.75,1190812038,2985,43,393,5,4,2.952
0.75,1190808520,118,43,390,2,1,1.0
0.75,1190808674,154,43,390,3,2,1.8
0.75,1190808978,304,43,390,4,3,2.44
0.75,1190811932,2954,43,390,5,4,2.952
0.75,1190813451,1519,43,390,6,5,3.3616
0.75,1190809146,488,43,391,2,2,1.8
0.75,1190808589,95,43,392,2,1,1.0
0.75,1190808790,201,43,392,3,2,1.8
0.75,1190809142,352,43,392,4,3,2.44
0.75,1190812143,3001,43,392,5,4,2.952
0.75,1190808628,101,43,394,2,1,1.0
0.75,1190808832,204,43,394,3,2,1.8
0.75,1190811529,2697,43,394,4,3,2.44
0.25,1190812393,864,43,394,5,4,2.952
0.75,1190812422,29,43,394,6,4,2.3616
0.75,1190811872,3032,43,395,2,2,1.8
0.75,1190808706,98,43,398,2,1,1.0
0.75,1190808940,234,43,398,3,2,1.8
0.75,1190811549,2609,43,398,4,3,2.44
0.75,1190812383,834,43,398,5,4,2.952
0.75,1190808714,96,43,396,2,1,1.0
0.75,1190808955,241,43,396,3,2,1.8
0.75,1190811703,2748,43,396,4,3,2.44
0.75,1190812787,1084,43,396,5,4,2.952
0.75,1190808771,107,43,399,2,1,1.0
0.75,1190809015,244,43,399,3,2,1.8
0.75,1190811817,2802,43,399,4,3,2.44
0.75,1190813060,1243,43,399,5,4,2.952
0.75,1190808810,100,43,397,2,1,1.0
0.75,1190809044,234,43,397,3,2,1.8
0.75,1190811846,2802,43,397,4,3,2.44
0.75,1190813069,1223,43,397,5,4,2.952
0.75,1190808881,131,43,400,2,1,1.0
0.75,1190809063,182,43,400,3,2,1.8
0.75,1190811823,2760,43,400,4,3,2.44
0.75,1190813046,1223,43,400,5,4,2.952
0.75,1190812132,3085,43,401,2,2,1.8
0.75,1190808885,117,43,402,2,1,1.0
0.75,1190809123,238,43,402,3,2,1.8
0.25,1190811967,2844,43,402,4,3,2.44
0.75,1190811992,25,43,402,5,3,1.952
0.75,1190813309,1317,43,402,6,4,2.5616
0.75,1190808892,110,43,404,2,1,1.0
0.75,1190809126,234,43,404,3,2,1.8
0.75,1190811956,2830,43,404,4,3,2.44
0.75,1190813152,1196,43,404,5,4,2.952
0.75,1190808895,102,43,405,2,1,1.0
0.75,1190809121,226,43,405,3,2,1.8
0.75,1190811948,2827,43,405,4,3,2.44
0.75,1190813094,1146,43,405,5,4,2.952
0.75,1190808946,123,43,403,2,1,1.0
0.75,1190810828,1882,43,403,3,2,1.8
0.75,1190812022,1194,43,403,4,3,2.44
0.25,1190813363,1341,43,403,5,4,2.952
0.75,1190813414,51,43,403,6,4,2.3616
0.75,1190808952,115,43,406,2,1,1.0
0.75,1190810820,1868,43,406,3,2,1.8
0.75,1190812008,1188,43,406,4,3,2.44
0.25,1190813291,1283,43,406,5,4,2.952
0.25,1190813332,41,43,406,6,4,2.3616
0.75,1190813378,46,43,406,7,4,1.88928
0.75,1190812401,3263,43,407,2,2,1.8
0.75,1190809034,145,43,408,2,1,1.0
0.75,1190811674,2640,43,408,3,2,1.8
0.75,1190812441,767,43,408,4,3,2.44
0.75,1190809042,118,43,409,2,1,1.0
0.75,1190810802,1760,43,409,3,2,1.8
0.75,1190811997,1195,43,409,4,3,2.44
0.75,1190813245,1248,43,409,5,4,2.952
0.75,1190809158,138,43,410,2,1,1.0
0.75,1190811810,2652,43,410,3,2,1.8
0.75,1190812741,931,43,410,4,3,2.44
0.75,1190809136,112,43,411,2,1,1.0
0.25,1190811739,2603,43,411,3,2,1.8
0.75,1190811767,28,43,411,4,2,1.44
0.75,1190812645,878,43,411,5,3,2.152
0.75,1190811516,707,43,412,2,1,1.0
0.75,1190811802,286,43,412,3,2,1.8
0.25,1190812468,666,43,412,4,3,2.44
0.75,1190812547,79,43,412,5,3,1.952
0.75,1190811772,179,43,413,2,1,1.0
0.75,1190812158,386,43,413,3,2,1.8
0.75,1190813261,1103,43,413,4,3,2.44
0.75,1190811788,171,43,417,2,1,1.0
0.75,1190812162,374,43,417,3,2,1.8
0.75,1190813185,1023,43,417,4,3,2.44
0.75,1190811805,168,43,416,2,1,1.0
0.75,1190812174,369,43,416,3,2,1.8
0.75,1190813237,1063,43,416,4,3,2.44
0.75,1190811843,178,43,415,2,1,1.0
0.75,1190812406,563,43,415,3,2,1.8
0.75,1190813296,890,43,415,4,3,2.44
0.75,1190811827,157,43,418,2,1,1.0
0.75,1190812377,550,43,418,3,2,1.8
0.75,1190813220,843,43,418,4,3,2.44
0.75,1190811884,184,43,419,2,1,1.0
0.25,1190812532,648,43,419,3,2,1.8
0.75,1190812552,20,43,419,4,2,1.44
0.75,1190811936,213,43,420,2,1,1.0
0.75,1190812640,704,43,420,3,2,1.8
0.75,1190811945,196,43,422,2,1,1.0
0.25,1190812606,661,43,422,3,2,1.8
0.75,1190812634,28,43,422,4,2,1.44
0.75,1190811959,167,43,428,2,1,1.0
0.75,1190812583,624,43,428,3,2,1.8
0.75,1190813484,901,43,428,4,3,2.44
0.75,1190812426,367,43,426,2,1,1.0
0.75,1190813025,599,43,426,3,2,1.8
0.25,1190812476,392,43,425,2,1,1.0
0.75,1190812503,27,43,425,3,1,0.8
0.75,1190813074,571,43,425,4,2,1.64
0.75,1190812539,438,43,427,2,1,1.0
0.75,1190813109,570,43,427,3,2,1.8
0.75,1190812493,376,43,432,2,1,1.0
0.75,1190812979,486,43,432,3,2,1.8
0.75,1190812499,377,43,433,2,1,1.0
0.75,1190813054,555,43,433,3,2,1.8
0.75,1190812508,372,43,431,2,1,1.0
0.75,1190813050,542,43,431,3,2,1.8
0.75,1190812631,260,43,435,2,1,1.0
0.75,1190813206,575,43,435,3,2,1.8
0.75,1190812918,306,43,434,2,1,1.0
0.25,1190813482,564,43,434,3,2,1.8
0.75,1190812958,335,43,436,2,1,1.0
0.75,1190812950,324,43,437,2,1,1.0
0.75,1190813407,457,43,437,3,2,1.8
0.75,1190812930,302,43,438,2,1,1.0
0.75,1190812984,284,43,439,2,1,1.0
0.75,1190812990,286,43,440,2,1,1.0
0.75,1190813008,292,43,441,2,1,1.0
0.75,1190812954,221,43,442,2,1,1.0
0.75,1190813021,285,43,445,2,1,1.0
0.75,1190813126,270,43,443,2,1,1.0
0.75,1190813142,281,43,444,2,1,1.0
0.75,1190813162,277,43,446,2,1,1.0
0.75,1190813182,284,43,447,2,1,1.0
0.75,1190813204,301,43,449,2,1,1.0
0.75,1190535652,99,44,46,2,1,1.0
0.75,1190535850,198,44,46,3,2,1.8
0.25,1190536280,430,44,46,4,3,2.44
0.25,1190536380,100,44,46,5,3,1.952
0.25,1190536462,82,44,46,6,3,1.5616
0.25,1190536538,76,44,46,7,3,1.24928
0.25,1190536664,126,44,46,8,3,0.999424
0.25,1190538459,1795,44,46,9,3,0.7995392
